review_id,source_file,original_priority,review_type,subject,relation_type,object,entity_or_relation_id,issue_summary,auto_decision,enter_conservative_draft,manual_required,decision_reason,recommended_human_decision
RV0028,manual_review_sheet.csv,P1,stage3c_carryover,,non_atomic_relation_endpoint,,t03_r05,关系候选待复核: 金属->INPUT_TO->制造集成电路（IC）、光电子器件、分立器件、传感器、芯片,manual_required,false,true,P1 具体产业内容或结构关系，交由人工/本地LLM审核,关系候选待复核: 金属->INPUT_TO->制造集成电路（IC）、光电子器件、分立器件、传感器、芯片
RV0029,manual_review_sheet.csv,P1,stage3c_carryover,,non_atomic_relation_endpoint,,t03_r06,关系候选待复核: 化学品->INPUT_TO->制造集成电路（IC）、光电子器件、分立器件、传感器、芯片,manual_required,false,true,P1 具体产业内容或结构关系，交由人工/本地LLM审核,关系候选待复核: 化学品->INPUT_TO->制造集成电路（IC）、光电子器件、分立器件、传感器、芯片
RV0030,manual_review_sheet.csv,P1,stage3c_carryover,,non_atomic_relation_endpoint,,t03_r07,关系候选待复核: 气体->INPUT_TO->制造集成电路（IC）、光电子器件、分立器件、传感器、芯片,manual_required,false,true,P1 具体产业内容或结构关系，交由人工/本地LLM审核,关系候选待复核: 气体->INPUT_TO->制造集成电路（IC）、光电子器件、分立器件、传感器、芯片
RV0031,manual_review_sheet.csv,P1,stage3c_carryover,,non_atomic_relation_endpoint,,t03_r08,关系候选待复核: 封装材料->INPUT_TO->制造集成电路（IC）、光电子器件、分立器件、传感器、芯片,manual_required,false,true,P1 具体产业内容或结构关系，交由人工/本地LLM审核,关系候选待复核: 封装材料->INPUT_TO->制造集成电路（IC）、光电子器件、分立器件、传感器、芯片
RV0032,manual_review_sheet.csv,P1,stage3c_carryover,,non_atomic_relation_endpoint,,t03_r09,关系候选待复核: 基材->INPUT_TO->制造集成电路（IC）、光电子器件、分立器件、传感器、芯片,manual_required,false,true,P1 具体产业内容或结构关系，交由人工/本地LLM审核,关系候选待复核: 基材->INPUT_TO->制造集成电路（IC）、光电子器件、分立器件、传感器、芯片
RV0033,manual_review_sheet.csv,P1,stage3c_carryover,,non_atomic_relation_endpoint,,t03_r10,关系候选待复核: 光刻机->INPUT_TO->制造集成电路（IC）、光电子器件、分立器件、传感器、芯片,manual_required,false,true,P1 具体产业内容或结构关系，交由人工/本地LLM审核,关系候选待复核: 光刻机->INPUT_TO->制造集成电路（IC）、光电子器件、分立器件、传感器、芯片
RV0034,manual_review_sheet.csv,P1,stage3c_carryover,,non_atomic_relation_endpoint,,t03_r11,关系候选待复核: 晶圆缺陷监测系统->INPUT_TO->制造集成电路（IC）、光电子器件、分立器件、传感器、芯片,manual_required,false,true,P1 具体产业内容或结构关系，交由人工/本地LLM审核,关系候选待复核: 晶圆缺陷监测系统->INPUT_TO->制造集成电路（IC）、光电子器件、分立器件、传感器、芯片
RV0035,manual_review_sheet.csv,P1,stage3c_carryover,,relation_endpoint_type_mismatch,,t04_r01,关系候选待复核: 设计->INPUT_TO->代工,manual_required,false,true,P1 具体产业内容或结构关系，交由人工/本地LLM审核,关系候选待复核: 设计->INPUT_TO->代工
RV0036,manual_review_sheet.csv,P1,stage3c_carryover,,relation_endpoint_type_mismatch,,t04_r02,关系候选待复核: 代工->INPUT_TO->封装,manual_required,false,true,P1 具体产业内容或结构关系，交由人工/本地LLM审核,关系候选待复核: 代工->INPUT_TO->封装
RV0037,manual_review_sheet.csv,P1,stage3c_carryover,,relation_endpoint_type_mismatch,,t04_r04,关系候选待复核: 设计->INPUT_TO->封装,manual_required,false,true,P1 具体产业内容或结构关系，交由人工/本地LLM审核,关系候选待复核: 设计->INPUT_TO->封装
RV0038,manual_review_sheet.csv,P3,stage3c_carryover,,quote_not_found,,t04_e05,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0039,manual_review_sheet.csv,P3,stage3c_carryover,,subject_or_object_not_found,,t04_r03,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0040,manual_review_sheet.csv,P3,stage3c_carryover,,subject_or_object_not_found,,t04_r05,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0041,manual_review_sheet.csv,P3,stage3c_carryover,,subject_or_object_not_found,,t04_r06,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0042,manual_review_sheet.csv,P3,stage3c_carryover,,subject_or_object_not_found,,t04_r07,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0043,manual_review_sheet.csv,P3,stage3c_carryover,,quote_not_found,,t05_e03,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0044,manual_review_sheet.csv,P3,stage3c_carryover,,quote_not_found,,t05_e04,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0045,manual_review_sheet.csv,P3,stage3c_carryover,,subject_or_object_not_found,,t05_r01,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0046,manual_review_sheet.csv,P3,stage3c_carryover,,subject_or_object_not_found,,t05_r02,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0047,manual_review_sheet.csv,P3,stage3c_carryover,,subject_or_object_not_found,,t05_r03,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0048,manual_review_sheet.csv,P3,stage3c_carryover,,subject_or_object_not_found,,t05_r04,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0049,manual_review_sheet.csv,P3,stage3c_carryover,,subject_or_object_not_found,,t05_r05,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0050,manual_review_sheet.csv,P3,stage3c_carryover,,subject_or_object_not_found,,t05_r06,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0051,manual_review_sheet.csv,P3,stage3c_carryover,,subject_or_object_not_found,,t05_r07,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0052,manual_review_sheet.csv,P3,stage3c_carryover,,subject_or_object_not_found,,t05_r08,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0053,manual_review_sheet.csv,P3,stage3c_carryover,,subject_or_object_not_found,,t07_e06,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0054,manual_review_sheet.csv,P3,stage3c_carryover,,quote_not_found,,t07_e09,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0055,manual_review_sheet.csv,P3,stage3c_carryover,,subject_or_object_not_found,,t07_r01,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0056,manual_review_sheet.csv,P3,stage3c_carryover,,subject_or_object_not_found,,t07_r02,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0057,manual_review_sheet.csv,P3,stage3c_carryover,,subject_or_object_not_found,,t07_r03,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0058,manual_review_sheet.csv,P3,stage3c_carryover,,subject_or_object_not_found,,t07_r04,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0059,manual_review_sheet.csv,P3,stage3c_carryover,,subject_or_object_not_found,,t07_r05,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0060,manual_review_sheet.csv,P3,stage3c_carryover,,subject_or_object_not_found,,t07_r06,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0061,manual_review_sheet.csv,P3,stage3c_carryover,,subject_or_object_not_found,,t07_r07,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0062,manual_review_sheet.csv,P3,stage3c_carryover,,subject_or_object_not_found,,t07_r08,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0063,manual_review_sheet.csv,P3,stage3c_carryover,,quote_not_found,,t09_e11,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0064,manual_review_sheet.csv,P3,stage3c_carryover,,quote_not_found,,t09_e16,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0065,manual_review_sheet.csv,P3,stage3c_carryover,,quote_not_found,,t09_e17,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0066,manual_review_sheet.csv,P3,stage3c_carryover,,quote_not_found,,t09_e18,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0067,manual_review_sheet.csv,P3,stage3c_carryover,,quote_not_found,,t09_e19,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0068,manual_review_sheet.csv,P3,stage3c_carryover,,quote_not_found,,t09_e20,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0069,manual_review_sheet.csv,P3,stage3c_carryover,,quote_not_found,,t09_e21,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0070,manual_review_sheet.csv,P3,stage3c_carryover,,quote_not_found,,t09_e23,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0071,manual_review_sheet.csv,P3,stage3c_carryover,,quote_not_found,,t09_e24,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0072,manual_review_sheet.csv,P3,stage3c_carryover,,quote_not_found,,t09_e25,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0073,manual_review_sheet.csv,P3,stage3c_carryover,,quote_not_found,,t09_e26,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0074,manual_review_sheet.csv,P3,stage3c_carryover,,quote_not_found,,t09_e27,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0075,manual_review_sheet.csv,P3,stage3c_carryover,,quote_not_found,,t09_e28,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0076,manual_review_sheet.csv,P3,stage3c_carryover,,relation_missing_subject_object,,t09_r01,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0077,manual_review_sheet.csv,P3,stage3c_carryover,,relation_missing_subject_object,,t09_r02,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0078,manual_review_sheet.csv,P3,stage3c_carryover,,relation_missing_subject_object,,t09_r03,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0079,manual_review_sheet.csv,P3,stage3c_carryover,,relation_missing_subject_object,,t09_r04,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0080,manual_review_sheet.csv,P3,stage3c_carryover,,relation_missing_subject_object,,t09_r05,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0081,manual_review_sheet.csv,P3,stage3c_carryover,,relation_missing_subject_object,,t09_r06,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0082,manual_review_sheet.csv,P3,stage3c_carryover,,relation_missing_subject_object,,t09_r07,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0083,manual_review_sheet.csv,P3,stage3c_carryover,,relation_missing_subject_object,,t09_r08,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0084,manual_review_sheet.csv,P3,stage3c_carryover,,relation_missing_subject_object,,t09_r09,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0085,manual_review_sheet.csv,P3,stage3c_carryover,,relation_missing_subject_object,,t09_r10,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0086,manual_review_sheet.csv,P3,stage3c_carryover,,relation_missing_subject_object,,t09_r11,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0087,manual_review_sheet.csv,P3,stage3c_carryover,,relation_missing_subject_object,,t09_r12,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0088,manual_review_sheet.csv,P3,stage3c_carryover,,relation_missing_subject_object,,t09_r13,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0089,manual_review_sheet.csv,P3,stage3c_carryover,,relation_missing_subject_object,,t09_r14,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0090,manual_review_sheet.csv,P3,stage3c_carryover,,relation_missing_subject_object,,t09_r15,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0091,manual_review_sheet.csv,P3,stage3c_carryover,,relation_missing_subject_object,,t09_r16,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0092,manual_review_sheet.csv,P3,stage3c_carryover,,relation_missing_subject_object,,t09_r17,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0093,manual_review_sheet.csv,P3,stage3c_carryover,,relation_missing_subject_object,,t09_r18,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0094,manual_review_sheet.csv,P3,stage3c_carryover,,relation_missing_subject_object,,t09_r19,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0095,manual_review_sheet.csv,P3,stage3c_carryover,,relation_missing_subject_object,,t09_r20,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0096,manual_review_sheet.csv,P3,stage3c_carryover,,relation_missing_subject_object,,t09_r21,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0097,manual_review_sheet.csv,P3,stage3c_carryover,,relation_missing_subject_object,,t09_r22,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0098,manual_review_sheet.csv,P3,stage3c_carryover,,relation_missing_subject_object,,t09_r23,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0099,manual_review_sheet.csv,P3,stage3c_carryover,,relation_missing_subject_object,,t09_r24,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0100,manual_review_sheet.csv,P3,stage3c_carryover,,relation_missing_subject_object,,t09_r25,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0101,manual_review_sheet.csv,P3,stage3c_carryover,,relation_missing_subject_object,,t09_r26,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0102,manual_review_sheet.csv,P3,stage3c_carryover,,relation_missing_subject_object,,t09_r27,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0103,manual_review_sheet.csv,P3,stage3c_carryover,,relation_missing_subject_object,,t09_r28,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0104,manual_review_sheet.csv,P3,stage3c_carryover,,relation_missing_subject_object,,t09_r29,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0105,manual_review_sheet.csv,P3,stage3c_carryover,,relation_missing_subject_object,,t09_r30,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0106,manual_review_sheet.csv,P3,stage3c_carryover,,relation_missing_subject_object,,t09_r31,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0107,manual_review_sheet.csv,P3,stage3c_carryover,,relation_missing_subject_object,,t09_r32,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0108,manual_review_sheet.csv,P3,stage3c_carryover,,relation_missing_subject_object,,t09_r33,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0109,manual_review_sheet.csv,P3,stage3c_carryover,,relation_missing_subject_object,,t09_r34,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0110,manual_review_sheet.csv,P3,stage3c_carryover,,relation_missing_subject_object,,t09_r35,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0111,manual_review_sheet.csv,P3,stage3c_carryover,,relation_missing_subject_object,,t09_r36,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0112,manual_review_sheet.csv,P3,stage3c_carryover,,relation_missing_subject_object,,t09_r37,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0113,manual_review_sheet.csv,P3,stage3c_carryover,,relation_missing_subject_object,,t09_r38,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0114,manual_review_sheet.csv,P3,stage3c_carryover,,relation_missing_subject_object,,t09_r39,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0115,manual_review_sheet.csv,P3,stage3c_carryover,,relation_missing_subject_object,,t09_r40,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0116,manual_review_sheet.csv,P3,stage3c_carryover,,relation_missing_subject_object,,t09_r41,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0117,manual_review_sheet.csv,P3,stage3c_carryover,,relation_missing_subject_object,,t09_r42,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0118,manual_review_sheet.csv,P3,stage3c_carryover,,relation_missing_subject_object,,t09_r43,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0119,manual_review_sheet.csv,P3,stage3c_carryover,,relation_missing_subject_object,,t09_r44,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0120,manual_review_sheet.csv,P3,stage3c_carryover,,relation_missing_subject_object,,t09_r45,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0121,manual_review_sheet.csv,P3,stage3c_carryover,,relation_missing_subject_object,,t09_r46,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0122,manual_review_sheet.csv,P3,stage3c_carryover,,relation_missing_subject_object,,t09_r47,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0123,manual_review_sheet.csv,P3,stage3c_carryover,,relation_missing_subject_object,,t09_r48,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0124,manual_review_sheet.csv,P3,stage3c_carryover,,relation_missing_subject_object,,t09_r49,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0125,manual_review_sheet.csv,P3,stage3c_carryover,,relation_missing_subject_object,,t09_r50,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0126,manual_review_sheet.csv,P3,stage3c_carryover,,relation_missing_subject_object,,t09_r51,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0127,manual_review_sheet.csv,P3,stage3c_carryover,,relation_missing_subject_object,,t09_r52,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0128,manual_review_sheet.csv,P3,stage3c_carryover,,relation_missing_subject_object,,t09_r53,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0129,manual_review_sheet.csv,P3,stage3c_carryover,,relation_missing_subject_object,,t09_r54,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
