review_item_id,source_stage,item_type,priority,reason,related_id,evidence_id,page_no,recommended_action
S4RQ0066,3C,entity,P3,候选被拒绝，需人工确认,t09_e20,中国半导体白皮书_1b73a8b1f91b_p022_paragraph_007,22,人工核对 quote 与原文
S4RQ0067,3C,entity,P3,候选被拒绝，需人工确认,t09_e21,中国半导体白皮书_1b73a8b1f91b_p022_paragraph_007,22,人工核对 quote 与原文
S4RQ0068,3C,entity,P3,候选被拒绝，需人工确认,t09_e23,中国半导体白皮书_1b73a8b1f91b_p022_paragraph_007,22,人工核对 quote 与原文
S4RQ0069,3C,entity,P3,候选被拒绝，需人工确认,t09_e24,中国半导体白皮书_1b73a8b1f91b_p022_paragraph_007,22,人工核对 quote 与原文
S4RQ0070,3C,entity,P3,候选被拒绝，需人工确认,t09_e25,中国半导体白皮书_1b73a8b1f91b_p022_paragraph_007,22,人工核对 quote 与原文
S4RQ0071,3C,entity,P3,候选被拒绝，需人工确认,t09_e26,中国半导体白皮书_1b73a8b1f91b_p022_paragraph_007,22,人工核对 quote 与原文
S4RQ0072,3C,entity,P3,候选被拒绝，需人工确认,t09_e27,中国半导体白皮书_1b73a8b1f91b_p022_paragraph_007,22,人工核对 quote 与原文
S4RQ0073,3C,entity,P3,候选被拒绝，需人工确认,t09_e28,中国半导体白皮书_1b73a8b1f91b_p022_paragraph_007,22,人工核对 quote 与原文
S4RQ0074,3C,relation,P3,候选被拒绝，需人工确认,t09_r01,,,人工核对原文与结论
S4RQ0075,3C,relation,P3,候选被拒绝，需人工确认,t09_r02,,,人工核对原文与结论
S4RQ0076,3C,relation,P3,候选被拒绝，需人工确认,t09_r03,,,人工核对原文与结论
S4RQ0077,3C,relation,P3,候选被拒绝，需人工确认,t09_r04,,,人工核对原文与结论
S4RQ0078,3C,relation,P3,候选被拒绝，需人工确认,t09_r05,,,人工核对原文与结论
S4RQ0079,3C,relation,P3,候选被拒绝，需人工确认,t09_r06,,,人工核对原文与结论
S4RQ0080,3C,relation,P3,候选被拒绝，需人工确认,t09_r07,,,人工核对原文与结论
S4RQ0081,3C,relation,P3,候选被拒绝，需人工确认,t09_r08,,,人工核对原文与结论
S4RQ0082,3C,relation,P3,候选被拒绝，需人工确认,t09_r09,,,人工核对原文与结论
S4RQ0083,3C,relation,P3,候选被拒绝，需人工确认,t09_r10,,,人工核对原文与结论
S4RQ0084,3C,relation,P3,候选被拒绝，需人工确认,t09_r11,,,人工核对原文与结论
S4RQ0085,3C,relation,P3,候选被拒绝，需人工确认,t09_r12,,,人工核对原文与结论
S4RQ0086,3C,relation,P3,候选被拒绝，需人工确认,t09_r13,,,人工核对原文与结论
S4RQ0087,3C,relation,P3,候选被拒绝，需人工确认,t09_r14,,,人工核对原文与结论
S4RQ0088,3C,relation,P3,候选被拒绝，需人工确认,t09_r15,,,人工核对原文与结论
S4RQ0089,3C,relation,P3,候选被拒绝，需人工确认,t09_r16,,,人工核对原文与结论
S4RQ0090,3C,relation,P3,候选被拒绝，需人工确认,t09_r17,,,人工核对原文与结论
S4RQ0091,3C,relation,P3,候选被拒绝，需人工确认,t09_r18,,,人工核对原文与结论
S4RQ0092,3C,relation,P3,候选被拒绝，需人工确认,t09_r19,,,人工核对原文与结论
S4RQ0093,3C,relation,P3,候选被拒绝，需人工确认,t09_r20,,,人工核对原文与结论
S4RQ0094,3C,relation,P3,候选被拒绝，需人工确认,t09_r21,,,人工核对原文与结论
S4RQ0095,3C,relation,P3,候选被拒绝，需人工确认,t09_r22,,,人工核对原文与结论
S4RQ0096,3C,relation,P3,候选被拒绝，需人工确认,t09_r23,,,人工核对原文与结论
S4RQ0097,3C,relation,P3,候选被拒绝，需人工确认,t09_r24,,,人工核对原文与结论
S4RQ0098,3C,relation,P3,候选被拒绝，需人工确认,t09_r25,,,人工核对原文与结论
S4RQ0099,3C,relation,P3,候选被拒绝，需人工确认,t09_r26,,,人工核对原文与结论
S4RQ0100,3C,relation,P3,候选被拒绝，需人工确认,t09_r27,,,人工核对原文与结论
S4RQ0101,3C,relation,P3,候选被拒绝，需人工确认,t09_r28,,,人工核对原文与结论
S4RQ0102,3C,relation,P3,候选被拒绝，需人工确认,t09_r29,,,人工核对原文与结论
S4RQ0103,3C,relation,P3,候选被拒绝，需人工确认,t09_r30,,,人工核对原文与结论
S4RQ0104,3C,relation,P3,候选被拒绝，需人工确认,t09_r31,,,人工核对原文与结论
S4RQ0105,3C,relation,P3,候选被拒绝，需人工确认,t09_r32,,,人工核对原文与结论
S4RQ0106,3C,relation,P3,候选被拒绝，需人工确认,t09_r33,,,人工核对原文与结论
S4RQ0107,3C,relation,P3,候选被拒绝，需人工确认,t09_r34,,,人工核对原文与结论
S4RQ0108,3C,relation,P3,候选被拒绝，需人工确认,t09_r35,,,人工核对原文与结论
S4RQ0109,3C,relation,P3,候选被拒绝，需人工确认,t09_r36,,,人工核对原文与结论
S4RQ0110,3C,relation,P3,候选被拒绝，需人工确认,t09_r37,,,人工核对原文与结论
S4RQ0111,3C,relation,P3,候选被拒绝，需人工确认,t09_r38,,,人工核对原文与结论
S4RQ0112,3C,relation,P3,候选被拒绝，需人工确认,t09_r39,,,人工核对原文与结论
S4RQ0113,3C,relation,P3,候选被拒绝，需人工确认,t09_r40,,,人工核对原文与结论
S4RQ0114,3C,relation,P3,候选被拒绝，需人工确认,t09_r41,,,人工核对原文与结论
S4RQ0115,3C,relation,P3,候选被拒绝，需人工确认,t09_r42,,,人工核对原文与结论
S4RQ0116,3C,relation,P3,候选被拒绝，需人工确认,t09_r43,,,人工核对原文与结论
S4RQ0117,3C,relation,P3,候选被拒绝，需人工确认,t09_r44,,,人工核对原文与结论
S4RQ0118,3C,relation,P3,候选被拒绝，需人工确认,t09_r45,,,人工核对原文与结论
S4RQ0119,3C,relation,P3,候选被拒绝，需人工确认,t09_r46,,,人工核对原文与结论
S4RQ0120,3C,relation,P3,候选被拒绝，需人工确认,t09_r47,,,人工核对原文与结论
S4RQ0121,3C,relation,P3,候选被拒绝，需人工确认,t09_r48,,,人工核对原文与结论
S4RQ0122,3C,relation,P3,候选被拒绝，需人工确认,t09_r49,,,人工核对原文与结论
S4RQ0123,3C,relation,P3,候选被拒绝，需人工确认,t09_r50,,,人工核对原文与结论
S4RQ0124,3C,relation,P3,候选被拒绝，需人工确认,t09_r51,,,人工核对原文与结论
S4RQ0125,3C,relation,P3,候选被拒绝，需人工确认,t09_r52,,,人工核对原文与结论
S4RQ0126,3C,relation,P3,候选被拒绝，需人工确认,t09_r53,,,人工核对原文与结论
S4RQ0127,3C,relation,P3,候选被拒绝，需人工确认,t09_r54,,,人工核对原文与结论
S4RQ0128,3C,relation,P3,候选被拒绝，需人工确认,t09_r55,,,人工核对原文与结论
S4RQ0129,3C,relation,P3,候选被拒绝，需人工确认,t09_r56,,,人工核对原文与结论
S4RQ0130,3C,relation,P3,候选被拒绝，需人工确认,t09_r57,,,人工核对原文与结论
S4RQ0131,3C,relation,P3,候选被拒绝，需人工确认,t09_r58,,,人工核对原文与结论
S4RQ0132,3C,relation,P3,候选被拒绝，需人工确认,t09_r59,,,人工核对原文与结论
S4RQ0133,3C,relation,P3,候选被拒绝，需人工确认,t09_r60,,,人工核对原文与结论
