review_id,review_type,priority,subject,relation_type,object,entity_or_relation_id,evidence_pages,evidence_quotes,issue_summary,recommended_decision,human_decision,human_comment
RV0022,stage3c_carryover,P3,,relation_type_invalid,,t01_r08,23,,候选被拒绝，需人工确认,重新判定关系类型,,
RV0023,stage3c_carryover,P3,,relation_type_invalid,,t01_r09,23,,候选被拒绝，需人工确认,重新判定关系类型,,
RV0024,stage3c_carryover,P1,,non_atomic_relation_endpoint,,t03_r01,10,,关系候选待复核: 设备->INPUT_TO->制造集成电路（IC）、光电子器件、分立器件、传感器、芯片,人工核对原文与结论,,
RV0025,stage3c_carryover,P1,,non_atomic_relation_endpoint,,t03_r02,10,,关系候选待复核: 原材料->INPUT_TO->制造集成电路（IC）、光电子器件、分立器件、传感器、芯片,人工核对原文与结论,,
RV0026,stage3c_carryover,P1,,non_atomic_relation_endpoint,,t03_r03,10,,关系候选待复核: EDA软件->INPUT_TO->制造集成电路（IC）、光电子器件、分立器件、传感器、芯片,人工核对原文与结论,,
RV0027,stage3c_carryover,P1,,non_atomic_relation_endpoint,,t03_r04,10,,关系候选待复核: 硅片->INPUT_TO->制造集成电路（IC）、光电子器件、分立器件、传感器、芯片,人工核对原文与结论,,
RV0028,stage3c_carryover,P1,,non_atomic_relation_endpoint,,t03_r05,10,,关系候选待复核: 金属->INPUT_TO->制造集成电路（IC）、光电子器件、分立器件、传感器、芯片,人工核对原文与结论,,
RV0029,stage3c_carryover,P1,,non_atomic_relation_endpoint,,t03_r06,10,,关系候选待复核: 化学品->INPUT_TO->制造集成电路（IC）、光电子器件、分立器件、传感器、芯片,人工核对原文与结论,,
RV0030,stage3c_carryover,P1,,non_atomic_relation_endpoint,,t03_r07,10,,关系候选待复核: 气体->INPUT_TO->制造集成电路（IC）、光电子器件、分立器件、传感器、芯片,人工核对原文与结论,,
RV0031,stage3c_carryover,P1,,non_atomic_relation_endpoint,,t03_r08,10,,关系候选待复核: 封装材料->INPUT_TO->制造集成电路（IC）、光电子器件、分立器件、传感器、芯片,人工核对原文与结论,,
RV0032,stage3c_carryover,P1,,non_atomic_relation_endpoint,,t03_r09,10,,关系候选待复核: 基材->INPUT_TO->制造集成电路（IC）、光电子器件、分立器件、传感器、芯片,人工核对原文与结论,,
RV0033,stage3c_carryover,P1,,non_atomic_relation_endpoint,,t03_r10,10,,关系候选待复核: 光刻机->INPUT_TO->制造集成电路（IC）、光电子器件、分立器件、传感器、芯片,人工核对原文与结论,,
RV0034,stage3c_carryover,P1,,non_atomic_relation_endpoint,,t03_r11,10,,关系候选待复核: 晶圆缺陷监测系统->INPUT_TO->制造集成电路（IC）、光电子器件、分立器件、传感器、芯片,人工核对原文与结论,,
RV0035,stage3c_carryover,P1,,relation_endpoint_type_mismatch,,t04_r01,10,,关系候选待复核: 设计->INPUT_TO->代工,人工核对原文与结论,,
RV0036,stage3c_carryover,P1,,relation_endpoint_type_mismatch,,t04_r02,23,,关系候选待复核: 代工->INPUT_TO->封装,人工核对原文与结论,,
RV0037,stage3c_carryover,P1,,relation_endpoint_type_mismatch,,t04_r04,23,,关系候选待复核: 设计->INPUT_TO->封装,人工核对原文与结论,,
RV0038,stage3c_carryover,P3,,quote_not_found,,t04_e05,6,,候选被拒绝，需人工确认,人工核对 quote 与原文,,
RV0039,stage3c_carryover,P3,,subject_or_object_not_found,,t04_r03,16,,候选被拒绝，需人工确认,人工确认主宾语是否在原文,,
RV0040,stage3c_carryover,P3,,subject_or_object_not_found,,t04_r05,16,,候选被拒绝，需人工确认,人工确认主宾语是否在原文,,
RV0041,stage3c_carryover,P3,,subject_or_object_not_found,,t04_r06,23,,候选被拒绝，需人工确认,人工确认主宾语是否在原文,,
RV0042,stage3c_carryover,P3,,subject_or_object_not_found,,t04_r07,16,,候选被拒绝，需人工确认,人工确认主宾语是否在原文,,
RV0043,stage3c_carryover,P3,,quote_not_found,,t05_e03,10,,候选被拒绝，需人工确认,人工核对 quote 与原文,,
RV0044,stage3c_carryover,P3,,quote_not_found,,t05_e04,10,,候选被拒绝，需人工确认,人工核对 quote 与原文,,
RV0045,stage3c_carryover,P3,,subject_or_object_not_found,,t05_r01,10,,候选被拒绝，需人工确认,人工确认主宾语是否在原文,,
RV0046,stage3c_carryover,P3,,subject_or_object_not_found,,t05_r02,10,,候选被拒绝，需人工确认,人工确认主宾语是否在原文,,
RV0047,stage3c_carryover,P3,,subject_or_object_not_found,,t05_r03,10,,候选被拒绝，需人工确认,人工确认主宾语是否在原文,,
RV0048,stage3c_carryover,P3,,subject_or_object_not_found,,t05_r04,10,,候选被拒绝，需人工确认,人工确认主宾语是否在原文,,
RV0049,stage3c_carryover,P3,,subject_or_object_not_found,,t05_r05,10,,候选被拒绝，需人工确认,人工确认主宾语是否在原文,,
RV0050,stage3c_carryover,P3,,subject_or_object_not_found,,t05_r06,10,,候选被拒绝，需人工确认,人工确认主宾语是否在原文,,
RV0051,stage3c_carryover,P3,,subject_or_object_not_found,,t05_r07,10,,候选被拒绝，需人工确认,人工确认主宾语是否在原文,,
RV0052,stage3c_carryover,P3,,subject_or_object_not_found,,t05_r08,10,,候选被拒绝，需人工确认,人工确认主宾语是否在原文,,
RV0053,stage3c_carryover,P3,,subject_or_object_not_found,,t07_e06,22,,候选被拒绝，需人工确认,人工确认主宾语是否在原文,,
RV0054,stage3c_carryover,P3,,quote_not_found,,t07_e09,22,,候选被拒绝，需人工确认,人工核对 quote 与原文,,
RV0055,stage3c_carryover,P3,,subject_or_object_not_found,,t07_r01,10,,候选被拒绝，需人工确认,人工确认主宾语是否在原文,,
RV0056,stage3c_carryover,P3,,subject_or_object_not_found,,t07_r02,10,,候选被拒绝，需人工确认,人工确认主宾语是否在原文,,
RV0057,stage3c_carryover,P3,,subject_or_object_not_found,,t07_r03,10,,候选被拒绝，需人工确认,人工确认主宾语是否在原文,,
RV0058,stage3c_carryover,P3,,subject_or_object_not_found,,t07_r04,10,,候选被拒绝，需人工确认,人工确认主宾语是否在原文,,
RV0059,stage3c_carryover,P3,,subject_or_object_not_found,,t07_r05,10,,候选被拒绝，需人工确认,人工确认主宾语是否在原文,,
RV0060,stage3c_carryover,P3,,subject_or_object_not_found,,t07_r06,22,,候选被拒绝，需人工确认,人工确认主宾语是否在原文,,
RV0061,stage3c_carryover,P3,,subject_or_object_not_found,,t07_r07,22,,候选被拒绝，需人工确认,人工确认主宾语是否在原文,,
RV0062,stage3c_carryover,P3,,subject_or_object_not_found,,t07_r08,22,,候选被拒绝，需人工确认,人工确认主宾语是否在原文,,
RV0063,stage3c_carryover,P3,,quote_not_found,,t09_e11,10,,候选被拒绝，需人工确认,人工核对 quote 与原文,,
RV0064,stage3c_carryover,P3,,quote_not_found,,t09_e16,10,,候选被拒绝，需人工确认,人工核对 quote 与原文,,
RV0065,stage3c_carryover,P3,,quote_not_found,,t09_e17,10,,候选被拒绝，需人工确认,人工核对 quote 与原文,,
RV0066,stage3c_carryover,P3,,quote_not_found,,t09_e18,10,,候选被拒绝，需人工确认,人工核对 quote 与原文,,
RV0067,stage3c_carryover,P3,,quote_not_found,,t09_e19,10,,候选被拒绝，需人工确认,人工核对 quote 与原文,,
RV0068,stage3c_carryover,P3,,quote_not_found,,t09_e20,22,,候选被拒绝，需人工确认,人工核对 quote 与原文,,
RV0069,stage3c_carryover,P3,,quote_not_found,,t09_e21,22,,候选被拒绝，需人工确认,人工核对 quote 与原文,,
RV0070,stage3c_carryover,P3,,quote_not_found,,t09_e23,22,,候选被拒绝，需人工确认,人工核对 quote 与原文,,
RV0071,stage3c_carryover,P3,,quote_not_found,,t09_e24,22,,候选被拒绝，需人工确认,人工核对 quote 与原文,,
RV0072,stage3c_carryover,P3,,quote_not_found,,t09_e25,22,,候选被拒绝，需人工确认,人工核对 quote 与原文,,
RV0073,stage3c_carryover,P3,,quote_not_found,,t09_e26,22,,候选被拒绝，需人工确认,人工核对 quote 与原文,,
RV0074,stage3c_carryover,P3,,quote_not_found,,t09_e27,22,,候选被拒绝，需人工确认,人工核对 quote 与原文,,
RV0075,stage3c_carryover,P3,,quote_not_found,,t09_e28,22,,候选被拒绝，需人工确认,人工核对 quote 与原文,,
RV0076,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r01,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0077,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r02,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0078,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r03,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0079,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r04,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0080,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r05,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0081,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r06,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0082,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r07,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0083,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r08,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0084,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r09,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0085,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r10,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0086,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r11,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0087,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r12,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0088,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r13,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0089,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r14,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0090,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r15,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0091,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r16,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0092,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r17,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0093,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r18,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0094,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r19,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0095,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r20,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0096,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r21,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0097,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r22,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0098,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r23,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0099,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r24,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0100,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r25,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0101,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r26,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0102,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r27,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0103,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r28,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0104,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r29,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0105,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r30,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0106,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r31,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0107,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r32,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0108,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r33,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0109,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r34,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0110,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r35,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0111,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r36,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0112,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r37,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0113,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r38,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0114,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r39,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0115,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r40,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0116,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r41,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0117,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r42,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0118,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r43,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0119,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r44,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0120,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r45,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0121,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r46,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0122,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r47,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0123,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r48,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0124,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r49,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0125,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r50,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0126,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r51,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0127,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r52,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0128,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r53,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0129,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r54,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0130,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r55,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0131,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r56,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0132,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r57,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0133,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r58,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0134,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r59,,,候选被拒绝，需人工确认,人工核对原文与结论,,
RV0135,stage3c_carryover,P3,,relation_missing_subject_object,,t09_r60,,,候选被拒绝，需人工确认,人工核对原文与结论,,
