review_id,source_file,original_priority,review_type,subject,relation_type,object,entity_or_relation_id,issue_summary,auto_decision,enter_conservative_draft,manual_required,decision_reason,recommended_human_decision
RV0026,manual_review_sheet.csv,P3,stage3c_carryover,,subject_or_object_not_found,,t05_r03,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0027,manual_review_sheet.csv,P3,stage3c_carryover,,subject_or_object_not_found,,t05_r04,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0028,manual_review_sheet.csv,P3,stage3c_carryover,,subject_or_object_not_found,,t05_r05,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0029,manual_review_sheet.csv,P3,stage3c_carryover,,subject_or_object_not_found,,t07_e07,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0030,manual_review_sheet.csv,P3,stage3c_carryover,,quote_not_found,,t07_e11,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0031,manual_review_sheet.csv,P3,stage3c_carryover,,quote_not_found,,t07_e12,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0032,manual_review_sheet.csv,P3,stage3c_carryover,,subject_or_object_not_found,,t07_r01,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0033,manual_review_sheet.csv,P3,stage3c_carryover,,subject_or_object_not_found,,t07_r02,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0034,manual_review_sheet.csv,P3,stage3c_carryover,,subject_or_object_not_found,,t07_r03,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0035,manual_review_sheet.csv,P3,stage3c_carryover,,subject_or_object_not_found,,t07_r04,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0036,manual_review_sheet.csv,P3,stage3c_carryover,,subject_or_object_not_found,,t07_r05,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0037,manual_review_sheet.csv,P3,stage3c_carryover,,subject_or_object_not_found,,t07_r06,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0038,manual_review_sheet.csv,P3,stage3c_carryover,,quote_not_found,,t07_r07,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0039,manual_review_sheet.csv,P3,stage3c_carryover,,quote_not_found,,t07_r08,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0040,manual_review_sheet.csv,P3,stage3c_carryover,,quote_not_found,,t09_e08,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0041,manual_review_sheet.csv,P3,stage3c_carryover,,subject_or_object_not_found,,t09_r01,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0042,manual_review_sheet.csv,P3,stage3c_carryover,,subject_or_object_not_found,,t09_r02,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0043,manual_review_sheet.csv,P3,stage3c_carryover,,subject_or_object_not_found,,t09_r03,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0044,manual_review_sheet.csv,P3,stage3c_carryover,,subject_or_object_not_found,,t09_r04,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0045,manual_review_sheet.csv,P3,stage3c_carryover,,subject_or_object_not_found,,t09_r05,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0046,manual_review_sheet.csv,P3,stage3c_carryover,,subject_or_object_not_found,,t09_r06,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0047,manual_review_sheet.csv,P0,stage3c_carryover,,relation_endpoint_type_mismatch,,t10_r03,关系候选待复核: 供应链->OUTPUT_OF->显示产业,manual_required,false,true,P0 结构性问题需人工确认,关系候选待复核: 供应链->OUTPUT_OF->显示产业
RV0048,manual_review_sheet.csv,P0,stage3c_carryover,,relation_endpoint_type_mismatch,,t10_r05,关系候选待复核: 创新链->INPUT_TO->产业链,manual_required,false,true,P0 结构性问题需人工确认,关系候选待复核: 创新链->INPUT_TO->产业链
RV0049,manual_review_sheet.csv,P3,stage3c_carryover,,subject_or_object_not_found,,t10_r01,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0050,manual_review_sheet.csv,P3,stage3c_carryover,,subject_or_object_not_found,,t10_r02,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0051,manual_review_sheet.csv,P3,stage3c_carryover,,subject_or_object_not_found,,t10_r04,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0052,manual_review_sheet.csv,P3,stage3c_carryover,,subject_or_object_not_found,,t10_r06,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
