review_item_id,task_id,item_type,candidate_id,issue_type,severity,reason,evidence_id,page_no,recommended_action
t04_rv03,t04,relation,t04_r04,relation_endpoint_type_mismatch,medium,关系候选待复核: 设计->INPUT_TO->封装,中国半导体白皮书_1b73a8b1f91b_p023_paragraph_002,23,人工核对原文与结论
t04_rv04,t04,entity,t04_e05,quote_not_found,high,候选被拒绝，需人工确认,中国半导体白皮书_1b73a8b1f91b_p006_paragraph_003,6,人工核对 quote 与原文
t04_rv05,t04,relation,t04_r03,subject_or_object_not_found,high,候选被拒绝，需人工确认,中国半导体白皮书_1b73a8b1f91b_p016_paragraph_010,16,人工确认主宾语是否在原文
t04_rv06,t04,relation,t04_r05,subject_or_object_not_found,high,候选被拒绝，需人工确认,中国半导体白皮书_1b73a8b1f91b_p016_paragraph_010,16,人工确认主宾语是否在原文
t04_rv07,t04,relation,t04_r06,subject_or_object_not_found,high,候选被拒绝，需人工确认,中国半导体白皮书_1b73a8b1f91b_p023_paragraph_002,23,人工确认主宾语是否在原文
t04_rv08,t04,relation,t04_r07,subject_or_object_not_found,high,候选被拒绝，需人工确认,中国半导体白皮书_1b73a8b1f91b_p016_paragraph_010,16,人工确认主宾语是否在原文
t05_rv01,t05,entity,t05_e03,quote_not_found,high,候选被拒绝，需人工确认,中国半导体白皮书_1b73a8b1f91b_p010_paragraph_012,10,人工核对 quote 与原文
t05_rv02,t05,entity,t05_e04,quote_not_found,high,候选被拒绝，需人工确认,中国半导体白皮书_1b73a8b1f91b_p010_paragraph_012,10,人工核对 quote 与原文
t05_rv03,t05,relation,t05_r01,subject_or_object_not_found,high,候选被拒绝，需人工确认,中国半导体白皮书_1b73a8b1f91b_p010_paragraph_012,10,人工确认主宾语是否在原文
t05_rv04,t05,relation,t05_r02,subject_or_object_not_found,high,候选被拒绝，需人工确认,中国半导体白皮书_1b73a8b1f91b_p010_paragraph_012,10,人工确认主宾语是否在原文
t05_rv05,t05,relation,t05_r03,subject_or_object_not_found,high,候选被拒绝，需人工确认,中国半导体白皮书_1b73a8b1f91b_p010_paragraph_012,10,人工确认主宾语是否在原文
t05_rv06,t05,relation,t05_r04,subject_or_object_not_found,high,候选被拒绝，需人工确认,中国半导体白皮书_1b73a8b1f91b_p010_paragraph_012,10,人工确认主宾语是否在原文
t05_rv07,t05,relation,t05_r05,subject_or_object_not_found,high,候选被拒绝，需人工确认,中国半导体白皮书_1b73a8b1f91b_p010_paragraph_012,10,人工确认主宾语是否在原文
t05_rv08,t05,relation,t05_r06,subject_or_object_not_found,high,候选被拒绝，需人工确认,中国半导体白皮书_1b73a8b1f91b_p010_paragraph_012,10,人工确认主宾语是否在原文
t05_rv09,t05,relation,t05_r07,subject_or_object_not_found,high,候选被拒绝，需人工确认,中国半导体白皮书_1b73a8b1f91b_p010_paragraph_012,10,人工确认主宾语是否在原文
t05_rv10,t05,relation,t05_r08,subject_or_object_not_found,high,候选被拒绝，需人工确认,中国半导体白皮书_1b73a8b1f91b_p010_paragraph_012,10,人工确认主宾语是否在原文
t07_rv01,t07,entity,t07_e06,subject_or_object_not_found,high,候选被拒绝，需人工确认,中国半导体白皮书_1b73a8b1f91b_p022_paragraph_004,22,人工确认主宾语是否在原文
t07_rv02,t07,entity,t07_e09,quote_not_found,high,候选被拒绝，需人工确认,中国半导体白皮书_1b73a8b1f91b_p022_paragraph_009,22,人工核对 quote 与原文
t07_rv03,t07,relation,t07_r01,subject_or_object_not_found,high,候选被拒绝，需人工确认,中国半导体白皮书_1b73a8b1f91b_p010_paragraph_003,10,人工确认主宾语是否在原文
t07_rv04,t07,relation,t07_r02,subject_or_object_not_found,high,候选被拒绝，需人工确认,中国半导体白皮书_1b73a8b1f91b_p010_paragraph_003,10,人工确认主宾语是否在原文
t07_rv05,t07,relation,t07_r03,subject_or_object_not_found,high,候选被拒绝，需人工确认,中国半导体白皮书_1b73a8b1f91b_p010_paragraph_003,10,人工确认主宾语是否在原文
t07_rv06,t07,relation,t07_r04,subject_or_object_not_found,high,候选被拒绝，需人工确认,中国半导体白皮书_1b73a8b1f91b_p010_paragraph_003,10,人工确认主宾语是否在原文
t07_rv07,t07,relation,t07_r05,subject_or_object_not_found,high,候选被拒绝，需人工确认,中国半导体白皮书_1b73a8b1f91b_p010_paragraph_012,10,人工确认主宾语是否在原文
t07_rv08,t07,relation,t07_r06,subject_or_object_not_found,high,候选被拒绝，需人工确认,中国半导体白皮书_1b73a8b1f91b_p022_paragraph_004,22,人工确认主宾语是否在原文
t07_rv09,t07,relation,t07_r07,subject_or_object_not_found,high,候选被拒绝，需人工确认,中国半导体白皮书_1b73a8b1f91b_p022_paragraph_004,22,人工确认主宾语是否在原文
t07_rv10,t07,relation,t07_r08,subject_or_object_not_found,high,候选被拒绝，需人工确认,中国半导体白皮书_1b73a8b1f91b_p022_paragraph_004,22,人工确认主宾语是否在原文
t09_rv01,t09,entity,t09_e11,quote_not_found,high,候选被拒绝，需人工确认,中国半导体白皮书_1b73a8b1f91b_p010_paragraph_005,10,人工核对 quote 与原文
t09_rv02,t09,entity,t09_e16,quote_not_found,high,候选被拒绝，需人工确认,中国半导体白皮书_1b73a8b1f91b_p010_paragraph_005,10,人工核对 quote 与原文
t09_rv03,t09,entity,t09_e17,quote_not_found,high,候选被拒绝，需人工确认,中国半导体白皮书_1b73a8b1f91b_p010_paragraph_005,10,人工核对 quote 与原文
t09_rv04,t09,entity,t09_e18,quote_not_found,high,候选被拒绝，需人工确认,中国半导体白皮书_1b73a8b1f91b_p010_paragraph_005,10,人工核对 quote 与原文
t09_rv05,t09,entity,t09_e19,quote_not_found,high,候选被拒绝，需人工确认,中国半导体白皮书_1b73a8b1f91b_p010_paragraph_005,10,人工核对 quote 与原文
t09_rv06,t09,entity,t09_e20,quote_not_found,high,候选被拒绝，需人工确认,中国半导体白皮书_1b73a8b1f91b_p022_paragraph_007,22,人工核对 quote 与原文
t09_rv07,t09,entity,t09_e21,quote_not_found,high,候选被拒绝，需人工确认,中国半导体白皮书_1b73a8b1f91b_p022_paragraph_007,22,人工核对 quote 与原文
t09_rv08,t09,entity,t09_e23,quote_not_found,high,候选被拒绝，需人工确认,中国半导体白皮书_1b73a8b1f91b_p022_paragraph_007,22,人工核对 quote 与原文
t09_rv09,t09,entity,t09_e24,quote_not_found,high,候选被拒绝，需人工确认,中国半导体白皮书_1b73a8b1f91b_p022_paragraph_007,22,人工核对 quote 与原文
t09_rv10,t09,entity,t09_e25,quote_not_found,high,候选被拒绝，需人工确认,中国半导体白皮书_1b73a8b1f91b_p022_paragraph_007,22,人工核对 quote 与原文
t09_rv11,t09,entity,t09_e26,quote_not_found,high,候选被拒绝，需人工确认,中国半导体白皮书_1b73a8b1f91b_p022_paragraph_007,22,人工核对 quote 与原文
t09_rv12,t09,entity,t09_e27,quote_not_found,high,候选被拒绝，需人工确认,中国半导体白皮书_1b73a8b1f91b_p022_paragraph_007,22,人工核对 quote 与原文
t09_rv13,t09,entity,t09_e28,quote_not_found,high,候选被拒绝，需人工确认,中国半导体白皮书_1b73a8b1f91b_p022_paragraph_007,22,人工核对 quote 与原文
t09_rv14,t09,relation,t09_r01,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv15,t09,relation,t09_r02,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv16,t09,relation,t09_r03,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv17,t09,relation,t09_r04,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv18,t09,relation,t09_r05,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv19,t09,relation,t09_r06,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv20,t09,relation,t09_r07,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv21,t09,relation,t09_r08,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv22,t09,relation,t09_r09,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv23,t09,relation,t09_r10,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv24,t09,relation,t09_r11,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv25,t09,relation,t09_r12,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv26,t09,relation,t09_r13,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv27,t09,relation,t09_r14,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv28,t09,relation,t09_r15,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv29,t09,relation,t09_r16,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv30,t09,relation,t09_r17,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv31,t09,relation,t09_r18,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv32,t09,relation,t09_r19,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv33,t09,relation,t09_r20,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv34,t09,relation,t09_r21,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv35,t09,relation,t09_r22,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv36,t09,relation,t09_r23,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv37,t09,relation,t09_r24,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv38,t09,relation,t09_r25,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv39,t09,relation,t09_r26,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv40,t09,relation,t09_r27,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv41,t09,relation,t09_r28,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv42,t09,relation,t09_r29,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv43,t09,relation,t09_r30,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv44,t09,relation,t09_r31,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv45,t09,relation,t09_r32,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv46,t09,relation,t09_r33,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv47,t09,relation,t09_r34,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv48,t09,relation,t09_r35,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv49,t09,relation,t09_r36,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv50,t09,relation,t09_r37,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv51,t09,relation,t09_r38,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv52,t09,relation,t09_r39,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv53,t09,relation,t09_r40,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv54,t09,relation,t09_r41,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv55,t09,relation,t09_r42,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv56,t09,relation,t09_r43,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv57,t09,relation,t09_r44,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv58,t09,relation,t09_r45,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv59,t09,relation,t09_r46,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv60,t09,relation,t09_r47,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv61,t09,relation,t09_r48,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv62,t09,relation,t09_r49,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv63,t09,relation,t09_r50,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv64,t09,relation,t09_r51,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv65,t09,relation,t09_r52,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv66,t09,relation,t09_r53,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv67,t09,relation,t09_r54,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv68,t09,relation,t09_r55,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv69,t09,relation,t09_r56,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv70,t09,relation,t09_r57,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv71,t09,relation,t09_r58,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv72,t09,relation,t09_r59,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
t09_rv73,t09,relation,t09_r60,relation_missing_subject_object,high,候选被拒绝，需人工确认,,,人工核对原文与结论
