evidence_id,page_start,content_type,stage3_priority,review_required,selected,reason
中国半导体白皮书_1b73a8b1f91b_p007_caption_001,7,caption,low,True,True,caption
中国半导体白皮书_1b73a8b1f91b_p007_paragraph_006,7,paragraph,low,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p007_paragraph_007,7,paragraph,low,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p007_paragraph_008,7,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p007_heading_003,7,heading,low,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p007_heading_004,7,heading,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p007_paragraph_009,7,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p007_paragraph_010,7,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p007_paragraph_011,7,paragraph,low,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p007_paragraph_012,7,paragraph,low,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p007_paragraph_013,7,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p007_paragraph_014,7,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p007_paragraph_015,7,paragraph,low,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p007_paragraph_016,7,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p007_paragraph_017,7,paragraph,low,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p007_paragraph_018,7,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p007_paragraph_019,7,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p007_paragraph_020,7,paragraph,low,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p007_paragraph_021,7,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p007_heading_005,7,heading,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p007_paragraph_022,7,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p007_paragraph_023,7,paragraph,low,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p007_paragraph_024,7,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p007_paragraph_025,7,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p007_paragraph_026,7,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p007_paragraph_027,7,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p007_paragraph_028,7,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p007_paragraph_029,7,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p007_paragraph_030,7,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p007_paragraph_031,7,paragraph,low,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p007_paragraph_032,7,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p007_paragraph_033,7,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p007_paragraph_034,7,paragraph,low,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p007_paragraph_035,7,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p007_paragraph_036,7,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p007_paragraph_037,7,paragraph,low,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p007_paragraph_038,7,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p007_paragraph_039,7,paragraph,low,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p007_paragraph_040,7,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p007_paragraph_041,7,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p007_heading_006,7,heading,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p007_paragraph_042,7,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p007_paragraph_043,7,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p007_paragraph_044,7,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p007_paragraph_045,7,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p007_heading_007,7,heading,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p007_paragraph_046,7,paragraph,low,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p007_paragraph_047,7,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p007_paragraph_048,7,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p007_paragraph_049,7,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p008_paragraph_001,8,paragraph,high,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p008_caption_001,8,caption,high,True,True,caption
中国半导体白皮书_1b73a8b1f91b_p008_heading_001,8,heading,high,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p008_paragraph_002,8,paragraph,high,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p008_paragraph_003,8,paragraph,high,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p008_paragraph_004,8,paragraph,high,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p008_paragraph_005,8,paragraph,high,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p008_paragraph_006,8,paragraph,high,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p008_paragraph_007,8,paragraph,high,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p008_paragraph_008,8,paragraph,high,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p008_paragraph_009,8,paragraph,high,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p008_paragraph_010,8,paragraph,high,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p008_paragraph_011,8,paragraph,high,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p008_paragraph_012,8,paragraph,high,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p008_paragraph_013,8,paragraph,high,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p008_paragraph_014,8,paragraph,high,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p008_paragraph_015,8,paragraph,high,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p008_heading_002,8,heading,high,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p008_paragraph_016,8,paragraph,high,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p008_paragraph_017,8,paragraph,high,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p008_paragraph_018,8,paragraph,high,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_001,9,paragraph,high,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p009_caption_001,9,caption,high,True,True,caption
中国半导体白皮书_1b73a8b1f91b_p009_heading_001,9,heading,high,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_002,9,paragraph,high,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_003,9,paragraph,high,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p009_heading_002,9,heading,high,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_004,9,paragraph,high,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_005,9,paragraph,high,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_006,9,paragraph,high,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_007,9,paragraph,high,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_008,9,paragraph,high,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_009,9,paragraph,high,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_010,9,paragraph,high,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_011,9,paragraph,high,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_012,9,paragraph,high,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_013,9,paragraph,high,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_014,9,paragraph,high,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_015,9,paragraph,high,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_016,9,paragraph,high,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p009_caption_002,9,caption,high,True,True,caption
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_017,9,paragraph,high,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_018,9,paragraph,high,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_019,9,paragraph,high,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_020,9,paragraph,high,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_021,9,paragraph,high,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_022,9,paragraph,high,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_023,9,paragraph,high,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_024,9,paragraph,high,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_025,9,paragraph,high,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_026,9,paragraph,high,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_027,9,paragraph,high,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_028,9,paragraph,high,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_029,9,paragraph,high,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_030,9,paragraph,high,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_031,9,paragraph,high,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_032,9,paragraph,high,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_033,9,paragraph,high,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_034,9,paragraph,high,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_035,9,paragraph,high,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_036,9,paragraph,high,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_037,9,paragraph,high,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_038,9,paragraph,high,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_039,9,paragraph,high,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_040,9,paragraph,high,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_041,9,paragraph,high,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_042,9,paragraph,high,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_043,9,paragraph,high,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_044,9,paragraph,high,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_045,9,paragraph,high,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_046,9,paragraph,high,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_047,9,paragraph,high,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_048,9,paragraph,high,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_049,9,paragraph,high,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_050,9,paragraph,high,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_051,9,paragraph,high,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_052,9,paragraph,high,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_053,9,paragraph,high,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_054,9,paragraph,high,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_055,9,paragraph,high,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_056,9,paragraph,high,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_057,9,paragraph,high,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_058,9,paragraph,high,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_059,9,paragraph,high,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_060,9,paragraph,high,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_061,9,paragraph,high,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_062,9,paragraph,high,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_063,9,paragraph,high,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_064,9,paragraph,high,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_065,9,paragraph,high,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p009_paragraph_066,9,paragraph,high,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p010_paragraph_001,10,paragraph,high,False,True,paragraph
中国半导体白皮书_1b73a8b1f91b_p010_paragraph_002,10,paragraph,high,False,True,paragraph
中国半导体白皮书_1b73a8b1f91b_p010_paragraph_003,10,paragraph,high,False,True,paragraph
中国半导体白皮书_1b73a8b1f91b_p010_paragraph_004,10,paragraph,high,False,True,paragraph
中国半导体白皮书_1b73a8b1f91b_p010_paragraph_005,10,paragraph,high,False,True,paragraph
中国半导体白皮书_1b73a8b1f91b_p010_paragraph_006,10,paragraph,high,False,True,paragraph
中国半导体白皮书_1b73a8b1f91b_p010_paragraph_007,10,paragraph,high,False,True,paragraph
中国半导体白皮书_1b73a8b1f91b_p010_paragraph_008,10,paragraph,high,False,True,paragraph
中国半导体白皮书_1b73a8b1f91b_p010_paragraph_009,10,paragraph,high,False,True,paragraph
中国半导体白皮书_1b73a8b1f91b_p010_paragraph_010,10,paragraph,high,False,True,paragraph
中国半导体白皮书_1b73a8b1f91b_p010_paragraph_011,10,paragraph,high,False,True,paragraph
中国半导体白皮书_1b73a8b1f91b_p010_paragraph_012,10,paragraph,high,False,True,paragraph
中国半导体白皮书_1b73a8b1f91b_p010_heading_001,10,heading,high,False,True,priority_high
中国半导体白皮书_1b73a8b1f91b_p010_heading_002,10,heading,high,False,True,priority_high
中国半导体白皮书_1b73a8b1f91b_p010_paragraph_013,10,paragraph,high,False,True,paragraph
中国半导体白皮书_1b73a8b1f91b_p011_paragraph_001,11,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p011_paragraph_002,11,paragraph,medium,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p011_paragraph_003,11,paragraph,medium,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p011_heading_001,11,heading,medium,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p011_paragraph_004,11,paragraph,medium,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p011_paragraph_005,11,paragraph,medium,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p011_heading_002,11,heading,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p011_paragraph_006,11,paragraph,medium,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p011_caption_001,11,caption,medium,True,True,caption
中国半导体白皮书_1b73a8b1f91b_p011_heading_003,11,heading,low,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p011_paragraph_007,11,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p011_heading_004,11,heading,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p011_heading_005,11,heading,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p011_paragraph_008,11,paragraph,low,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p011_paragraph_009,11,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p011_paragraph_010,11,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p011_paragraph_011,11,paragraph,low,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p011_paragraph_012,11,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p011_paragraph_013,11,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p011_paragraph_014,11,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p011_paragraph_015,11,paragraph,low,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p011_paragraph_016,11,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p011_paragraph_017,11,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p011_paragraph_018,11,paragraph,low,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p011_paragraph_019,11,paragraph,low,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p011_paragraph_020,11,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p011_paragraph_021,11,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p011_paragraph_022,11,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p011_paragraph_023,11,paragraph,low,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p011_paragraph_024,11,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p011_paragraph_025,11,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p011_paragraph_026,11,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p011_paragraph_027,11,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p011_paragraph_028,11,paragraph,low,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p011_paragraph_029,11,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p011_paragraph_030,11,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p011_paragraph_031,11,paragraph,low,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p011_paragraph_032,11,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p011_paragraph_033,11,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p011_paragraph_034,11,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p011_paragraph_035,11,paragraph,low,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p011_paragraph_036,11,paragraph,low,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p011_heading_006,11,heading,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p011_paragraph_037,11,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p012_paragraph_001,12,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p012_paragraph_002,12,paragraph,medium,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p012_paragraph_003,12,paragraph,medium,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p012_heading_001,12,heading,medium,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p012_paragraph_004,12,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p012_paragraph_005,12,paragraph,medium,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p012_paragraph_006,12,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p012_paragraph_007,12,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p012_caption_001,12,caption,low,True,True,caption
中国半导体白皮书_1b73a8b1f91b_p012_heading_002,12,heading,low,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p012_paragraph_008,12,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p012_heading_003,12,heading,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p012_paragraph_009,12,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p012_paragraph_010,12,paragraph,low,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p012_paragraph_011,12,paragraph,low,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p012_paragraph_012,12,paragraph,low,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p012_paragraph_013,12,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p012_paragraph_014,12,paragraph,low,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p012_paragraph_015,12,paragraph,low,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p012_paragraph_016,12,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p012_paragraph_017,12,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p012_paragraph_018,12,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p012_paragraph_019,12,paragraph,low,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p012_paragraph_020,12,paragraph,low,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p012_paragraph_021,12,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p012_paragraph_022,12,paragraph,low,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p012_paragraph_023,12,paragraph,low,True,False,garbled_text
中国半导体白皮书_1b73a8b1f91b_p012_paragraph_024,12,paragraph,low,True,False,review_required
中国半导体白皮书_1b73a8b1f91b_p012_paragraph_025,12,paragraph,low,True,False,review_required
